,label,begin,end,dynasty,monarch,monarchName,reignTitle,uri,last_year
853,北宋景祐,1034,1038.0,北宋,仁宗,赵祯,景祐,http://data.library.sh.cn/authority/temporal/knekefpbca9oybwb,4
854,北宋宝元,1038,1040.0,北宋,仁宗,赵祯,宝元,http://data.library.sh.cn/authority/temporal/motnuttnrpkt33n4,2
855,北宋康定,1040,1041.0,北宋,仁宗,赵祯,康定,http://data.library.sh.cn/authority/temporal/xvtj9n9pcmwqmk5v,1
856,北宋庆历,1041,1048.0,北宋,仁宗,赵祯,庆历,http://data.library.sh.cn/authority/temporal/yyofi9yvehoek9l8,7
857,北宋皇祐,1049,1054.0,北宋,仁宗,赵祯,皇祐,http://data.library.sh.cn/authority/temporal/n6qam6k6gw62ta4k,5
858,北宋至和,1054,1056.0,北宋,仁宗,赵祯,至和,http://data.library.sh.cn/authority/temporal/8jqql6jvcnvpw959,2
859,北宋嘉祐,1056,1063.0,北宋,仁宗,赵祯,嘉祐,http://data.library.sh.cn/authority/temporal/ds43fqsq79g7ftul,7
860,北宋治平,1064,1067.0,北宋,英宗,赵曙,治平,http://data.library.sh.cn/authority/temporal/g4kagdpcjzjij2r7,3
861,北宋熙宁,1068,1077.0,北宋,神宗,赵顼,熙宁,http://data.library.sh.cn/authority/temporal/flyv8bnbfa41f2xc,9
862,北宋元丰,1078,1085.0,北宋,神宗,赵顼,元丰,http://data.library.sh.cn/authority/temporal/jmmt1ltzkyt3ov1t,7
863,北宋元祐,1086,1094.0,北宋,哲宗,赵煦,元祐,http://data.library.sh.cn/authority/temporal/bmzeqxrxaczowgza,8
864,北宋绍圣,1094,1098.0,北宋,哲宗,赵煦,绍圣,http://data.library.sh.cn/authority/temporal/1wgwlq4jsm9x1w8h,4
865,北宋元符,1098,1100.0,北宋,哲宗,赵煦,元符,http://data.library.sh.cn/authority/temporal/hod7r63yx6chbwu5,2
866,北宋建中靖国,1101,1101.0,北宋,徽宗,赵佶,建中靖国,http://data.library.sh.cn/authority/temporal/ddao7whehoamgz3z,0
867,北宋崇宁,1102,1106.0,北宋,徽宗,赵佶,崇宁,http://data.library.sh.cn/authority/temporal/kj28afx16fha2dng,4
868,北宋大观,1107,1110.0,北宋,徽宗,赵佶,大观,http://data.library.sh.cn/authority/temporal/hxqzykxzrrftza1j,3
869,北宋政和,1111,1118.0,北宋,徽宗,赵佶,政和,http://data.library.sh.cn/authority/temporal/hbadbwgqnxwsdvgz,7
870,北宋重和,1118,1119.0,北宋,徽宗,赵佶,重和,http://data.library.sh.cn/authority/temporal/mm35rmqvpgm8wakq,1
871,北宋宣和,1119,1125.0,北宋,徽宗,赵佶,宣和,http://data.library.sh.cn/authority/temporal/cpubltjtbut7jo12,6
872,北宋靖康,1126,1127.0,北宋,钦宗,赵桓,靖康,http://data.library.sh.cn/authority/temporal/piztdfwghynmfje5,1
873,宋,960,1297.0,宋,,,,http://data.library.sh.cn/authority/temporal/pizh5ypd5d17u795,337
874,北宋,960,1126.0,北宋,,,,http://data.library.sh.cn/authority/temporal/1muluhi3chuyhtw1,166
875,北宋建隆,960,963.0,北宋,太祖,赵匡胤,建隆,http://data.library.sh.cn/authority/temporal/nad46qs18jnswzuk,3
876,北宋乾德,963,968.0,北宋,太祖,赵匡胤,乾德,http://data.library.sh.cn/authority/temporal/18y8cnoqcija9xmr,5
877,北宋开宝,968,976.0,北宋,太祖,赵匡胤,开宝,http://data.library.sh.cn/authority/temporal/6ocg6fbfsxihzu7x,8
878,北宋太平兴国,976,984.0,北宋,太宗,赵光义,太平兴国,http://data.library.sh.cn/authority/temporal/bg5duyo5bpt58l56,8
879,北宋雍熙,984,987.0,北宋,太宗,赵光义,雍熙,http://data.library.sh.cn/authority/temporal/jfcr2z62ko1bibn8,3
880,北宋端拱,988,989.0,北宋,太宗,赵光义,端拱,http://data.library.sh.cn/authority/temporal/ex4i4yrqrtzbg6tb,1
881,北宋淳化,990,994.0,北宋,太宗,赵光义,淳化,http://data.library.sh.cn/authority/temporal/qpmhij3roh1g3983,4
882,北宋至道,995,997.0,北宋,太宗,赵光义,至道,http://data.library.sh.cn/authority/temporal/qy4mweypov2mklb8,2
883,北宋咸平,998,1003.0,北宋,真宗,赵恒,咸平,http://data.library.sh.cn/authority/temporal/9uvdqjvlwdeiwnsy,5
884,北宋景德,1004,1007.0,北宋,真宗,赵恒,景德,http://data.library.sh.cn/authority/temporal/wqawfcebtx7v3d2s,3
885,北宋大中祥符,1008,1016.0,北宋,真宗,赵恒,大中祥符,http://data.library.sh.cn/authority/temporal/8ykoevimhh4ak1j9,8
886,北宋天禧,1017,1021.0,北宋,真宗,赵恒,天禧,http://data.library.sh.cn/authority/temporal/g9l5pz69yenhsow5,4
887,北宋乾兴,1022,1022.0,北宋,仁宗,赵祯,乾兴,http://data.library.sh.cn/authority/temporal/7ry8isqvlx32g28q,0
888,北宋天圣,1023,1032.0,北宋,仁宗,赵祯,天圣,http://data.library.sh.cn/authority/temporal/epzq8go3nshsmcf2,9
889,北宋明道,1032,1033.0,北宋,仁宗,赵祯,明道,http://data.library.sh.cn/authority/temporal/sprplr19jpps2orz,1
890,北宋景祐,1034,1038.0,北宋,仁宗,赵祯,景祐,http://data.library.sh.cn/authority/temporal/knekefpbca9oybwb,4
891,北宋宝元,1038,1040.0,北宋,仁宗,赵祯,宝元,http://data.library.sh.cn/authority/temporal/motnuttnrpkt33n4,2
892,北宋康定,1040,1041.0,北宋,仁宗,赵祯,康定,http://data.library.sh.cn/authority/temporal/xvtj9n9pcmwqmk5v,1
893,北宋庆历,1041,1048.0,北宋,仁宗,赵祯,庆历,http://data.library.sh.cn/authority/temporal/yyofi9yvehoek9l8,7
894,北宋皇祐,1049,1054.0,北宋,仁宗,赵祯,皇祐,http://data.library.sh.cn/authority/temporal/n6qam6k6gw62ta4k,5
895,北宋至和,1054,1056.0,北宋,仁宗,赵祯,至和,http://data.library.sh.cn/authority/temporal/8jqql6jvcnvpw959,2
896,北宋嘉祐,1056,1063.0,北宋,仁宗,赵祯,嘉祐,http://data.library.sh.cn/authority/temporal/ds43fqsq79g7ftul,7
897,北宋治平,1064,1067.0,北宋,英宗,赵曙,治平,http://data.library.sh.cn/authority/temporal/g4kagdpcjzjij2r7,3
898,北宋熙宁,1068,1077.0,北宋,神宗,赵顼,熙宁,http://data.library.sh.cn/authority/temporal/flyv8bnbfa41f2xc,9
899,北宋元丰,1078,1085.0,北宋,神宗,赵顼,元丰,http://data.library.sh.cn/authority/temporal/jmmt1ltzkyt3ov1t,7
900,北宋元祐,1086,1094.0,北宋,哲宗,赵煦,元祐,http://data.library.sh.cn/authority/temporal/bmzeqxrxaczowgza,8
901,北宋绍圣,1094,1098.0,北宋,哲宗,赵煦,绍圣,http://data.library.sh.cn/authority/temporal/1wgwlq4jsm9x1w8h,4
902,北宋元符,1098,1100.0,北宋,哲宗,赵煦,元符,http://data.library.sh.cn/authority/temporal/hod7r63yx6chbwu5,2
903,北宋建中靖国,1101,1101.0,北宋,徽宗,赵佶,建中靖国,http://data.library.sh.cn/authority/temporal/ddao7whehoamgz3z,0
904,北宋崇宁,1102,1106.0,北宋,徽宗,赵佶,崇宁,http://data.library.sh.cn/authority/temporal/kj28afx16fha2dng,4
905,北宋大观,1107,1110.0,北宋,徽宗,赵佶,大观,http://data.library.sh.cn/authority/temporal/hxqzykxzrrftza1j,3
906,北宋政和,1111,1118.0,北宋,徽宗,赵佶,政和,http://data.library.sh.cn/authority/temporal/hbadbwgqnxwsdvgz,7
907,北宋重和,1118,1119.0,北宋,徽宗,赵佶,重和,http://data.library.sh.cn/authority/temporal/mm35rmqvpgm8wakq,1
908,北宋宣和,1119,1125.0,北宋,徽宗,赵佶,宣和,http://data.library.sh.cn/authority/temporal/cpubltjtbut7jo12,6
909,北宋靖康,1126,1127.0,北宋,钦宗,赵桓,靖康,http://data.library.sh.cn/authority/temporal/piztdfwghynmfje5,1
910,南宋,1127,1279.0,南宋,,,,http://data.library.sh.cn/authority/temporal/q1a7p1g2ke7vrfmi,152
911,南宋建炎,1127,1130.0,南宋,高宗,赵构,建炎,http://data.library.sh.cn/authority/temporal/c1utj8cnb7r2r471,3
912,南宋绍兴,1131,1162.0,南宋,高宗,赵构,绍兴,http://data.library.sh.cn/authority/temporal/xqhuj1xtntnzkobw,31
913,南宋隆兴,1163,1164.0,南宋,孝宗,赵眘,隆兴,http://data.library.sh.cn/authority/temporal/4eweu6acc1hannl1,1
914,南宋乾道,1165,1173.0,南宋,孝宗,赵眘,乾道,http://data.library.sh.cn/authority/temporal/drxafuw7q5rjt4h9,8
915,南宋淳熙,1174,1189.0,南宋,孝宗,赵眘,淳熙,http://data.library.sh.cn/authority/temporal/8idikrl33m8wjj5a,15
916,南宋绍熙,1190,1194.0,南宋,光宗,赵惇,绍熙,http://data.library.sh.cn/authority/temporal/vkjzmf3ibzillame,4
917,南宋庆元,1195,1200.0,南宋,宁宗,赵扩,庆元,http://data.library.sh.cn/authority/temporal/vk422w48p7jnnv9m,5
918,南宋嘉泰,1201,1204.0,南宋,宁宗,赵扩,嘉泰,http://data.library.sh.cn/authority/temporal/dpxwlzpqvrrgknwq,3
919,南宋开禧,1205,1207.0,南宋,宁宗,赵扩,开禧,http://data.library.sh.cn/authority/temporal/jfbpr9mldw3bsejz,2
920,南宋嘉定,1208,1224.0,南宋,宁宗,赵扩,嘉定,http://data.library.sh.cn/authority/temporal/4rqcgk86d9kosozm,16
921,南宋宝庆,1225,1227.0,南宋,理宗,赵昀,宝庆,http://data.library.sh.cn/authority/temporal/hxja9vuy8xlci942,2
922,南宋绍定,1228,1233.0,南宋,理宗,赵昀,绍定,http://data.library.sh.cn/authority/temporal/elidknupog4fgxpx,5
923,南宋端平,1234,1236.0,南宋,理宗,赵昀,端平,http://data.library.sh.cn/authority/temporal/1q2zspkbu6rghgwy,2
924,南宋嘉熙,1237,1240.0,南宋,理宗,赵昀,嘉熙,http://data.library.sh.cn/authority/temporal/gm3qslcoxoxun941,3
925,南宋淳祐,1241,1252.0,南宋,理宗,赵昀,淳祐,http://data.library.sh.cn/authority/temporal/brifkmq2nrzc5dkc,11
926,南宋宝祐,1253,1258.0,南宋,理宗,赵昀,宝祐,http://data.library.sh.cn/authority/temporal/wxx81yllfhuybldg,5
927,南宋开庆,1259,1259.0,南宋,理宗,赵昀,开庆,http://data.library.sh.cn/authority/temporal/lda4qw45yme2xzmj,0
928,南宋景定,1260,1264.0,南宋,理宗,赵昀,景定,http://data.library.sh.cn/authority/temporal/rtj3nzspzvjl3ifi,4
929,南宋咸淳,1265,1274.0,南宋,度宗,赵禥,咸淳,http://data.library.sh.cn/authority/temporal/8jz9cpabvoixpla6,9
930,南宋德祐,1275,1276.0,南宋,恭帝,赵显,德祐,http://data.library.sh.cn/authority/temporal/i2cba9z7ke1cskop,1
931,南宋景炎,1276,1278.0,南宋,端宗,赵昰,景炎,http://data.library.sh.cn/authority/temporal/6wbzscfnaxostrlq,2
932,南宋祥兴,1278,1279.0,南宋,端宗,赵昺,祥兴,http://data.library.sh.cn/authority/temporal/p58nvzeo14jor6xf,1
933,南宋,1127,1279.0,南宋,,,,http://data.library.sh.cn/authority/temporal/q1a7p1g2ke7vrfmi,152
934,南宋建炎,1127,1130.0,南宋,高宗,赵构,建炎,http://data.library.sh.cn/authority/temporal/c1utj8cnb7r2r471,3
935,南宋绍兴,1131,1162.0,南宋,高宗,赵构,绍兴,http://data.library.sh.cn/authority/temporal/xqhuj1xtntnzkobw,31
936,南宋隆兴,1163,1164.0,南宋,孝宗,赵眘,隆兴,http://data.library.sh.cn/authority/temporal/4eweu6acc1hannl1,1
937,南宋乾道,1165,1173.0,南宋,孝宗,赵眘,乾道,http://data.library.sh.cn/authority/temporal/drxafuw7q5rjt4h9,8
938,南宋淳熙,1174,1189.0,南宋,孝宗,赵眘,淳熙,http://data.library.sh.cn/authority/temporal/8idikrl33m8wjj5a,15
939,南宋绍熙,1190,1194.0,南宋,光宗,赵惇,绍熙,http://data.library.sh.cn/authority/temporal/vkjzmf3ibzillame,4
940,南宋庆元,1195,1200.0,南宋,宁宗,赵扩,庆元,http://data.library.sh.cn/authority/temporal/vk422w48p7jnnv9m,5
941,南宋嘉泰,1201,1204.0,南宋,宁宗,赵扩,嘉泰,http://data.library.sh.cn/authority/temporal/dpxwlzpqvrrgknwq,3
942,南宋开禧,1205,1207.0,南宋,宁宗,赵扩,开禧,http://data.library.sh.cn/authority/temporal/jfbpr9mldw3bsejz,2
943,南宋嘉定,1208,1224.0,南宋,宁宗,赵扩,嘉定,http://data.library.sh.cn/authority/temporal/4rqcgk86d9kosozm,16
944,南宋宝庆,1225,1227.0,南宋,理宗,赵昀,宝庆,http://data.library.sh.cn/authority/temporal/hxja9vuy8xlci942,2
945,南宋绍定,1228,1233.0,南宋,理宗,赵昀,绍定,http://data.library.sh.cn/authority/temporal/elidknupog4fgxpx,5
946,南宋端平,1234,1236.0,南宋,理宗,赵昀,端平,http://data.library.sh.cn/authority/temporal/1q2zspkbu6rghgwy,2
947,南宋嘉熙,1237,1240.0,南宋,理宗,赵昀,嘉熙,http://data.library.sh.cn/authority/temporal/gm3qslcoxoxun941,3
948,南宋淳祐,1241,1252.0,南宋,理宗,赵昀,淳祐,http://data.library.sh.cn/authority/temporal/brifkmq2nrzc5dkc,11
949,南宋宝祐,1253,1258.0,南宋,理宗,赵昀,宝祐,http://data.library.sh.cn/authority/temporal/wxx81yllfhuybldg,5
950,南宋开庆,1259,1259.0,南宋,理宗,赵昀,开庆,http://data.library.sh.cn/authority/temporal/lda4qw45yme2xzmj,0
951,南宋景定,1260,1264.0,南宋,理宗,赵昀,景定,http://data.library.sh.cn/authority/temporal/rtj3nzspzvjl3ifi,4
952,南宋咸淳,1265,1274.0,南宋,度宗,赵禥,咸淳,http://data.library.sh.cn/authority/temporal/8jz9cpabvoixpla6,9
953,南宋德祐,1275,1276.0,南宋,恭帝,赵显,德祐,http://data.library.sh.cn/authority/temporal/i2cba9z7ke1cskop,1
954,南宋景炎,1276,1278.0,南宋,端宗,赵昰,景炎,http://data.library.sh.cn/authority/temporal/6wbzscfnaxostrlq,2
955,南宋祥兴,1278,1279.0,南宋,端宗,赵昺,祥兴,http://data.library.sh.cn/authority/temporal/p58nvzeo14jor6xf,1
956,元中统,1260,1264.0,元,世祖,孛儿只斤忽必烈,中统,http://data.library.sh.cn/authority/temporal/u4ioe7oedl7hilhn,4
957,元至元,1264,1293.0,元,世祖,孛儿只斤忽必烈,至元,http://data.library.sh.cn/authority/temporal/7qedbwm2njyysc55,29
958,元,1279,1368.0,元,,,,http://data.library.sh.cn/authority/temporal/qafeg12mhoqfidor,89
959,元元贞,1295,1296.0,元,成宗,孛儿只斤铁穆耳,元贞,http://data.library.sh.cn/authority/temporal/f6aqji6bvzizbel1,1
960,元大德,1297,1307.0,元,成宗,孛儿只斤铁穆耳,大德,http://data.library.sh.cn/authority/temporal/tkmb1ndaswrin21e,10
961,元至大,1308,1311.0,元,武宗,孛儿只斤海山,至大,http://data.library.sh.cn/authority/temporal/2uhzo6iisjya9lmf,3
962,元皇庆,1312,1313.0,元,仁宗,孛儿只斤爱育黎拔力八达,皇庆,http://data.library.sh.cn/authority/temporal/4so6xfgv15jpny3x,1
963,元延祐,1314,1320.0,元,仁宗,孛儿只斤爱育黎拔力八达,延祐,http://data.library.sh.cn/authority/temporal/x7ufnrvlqba5xd6z,6
964,元至治,1321,1323.0,元,英宗,孛儿只斤硕德八剌,至治,http://data.library.sh.cn/authority/temporal/5gt5qnbeszrncw9f,2
965,元泰定,1324,1328.0,元,泰定帝,孛儿只斤也孙铁木耳,泰定,http://data.library.sh.cn/authority/temporal/7tdi42ebkyxkpy73,4
966,元致和,1328,1328.0,元,泰定帝,孛儿只斤也孙铁木耳,致和,http://data.library.sh.cn/authority/temporal/cnpiv3j8qbauuyxg,0
967,元天历,1328,1330.0,元,文宗,孛儿只斤图帖睦耳,天历,http://data.library.sh.cn/authority/temporal/36sic4v3jg58ub9x,2
968,元至顺,1330,1333.0,元,文宗,孛儿只斤图帖睦耳,至顺,http://data.library.sh.cn/authority/temporal/lhaq45cnj18eenny,3
969,元元统,1333,1335.0,元,惠宗,孛儿只斤妥懽帖睦尔,元统,http://data.library.sh.cn/authority/temporal/2umtd2fnfcq666j3,2
970,元至元,1335,1340.0,元,惠宗,孛儿只斤妥懽帖睦尔,至元,http://data.library.sh.cn/authority/temporal/rghetm4hn9imbl8f,5
971,元至正,1341,1370.0,元,惠宗,孛儿只斤妥懽帖睦尔,至正,http://data.library.sh.cn/authority/temporal/p77tfazo3es795ad,29
972,明,1368,1644.0,明,,,,http://data.library.sh.cn/authority/temporal/yex4deivsad41p9q,276
973,明洪武,1368,1398.0,明,太祖,朱元璋,洪武,http://data.library.sh.cn/authority/temporal/3rwxdjxxfz5bhff9,30
974,明建文,1399,1402.0,明,惠帝,朱允炆,建文,http://data.library.sh.cn/authority/temporal/yekvrzalopfv4bmv,3
975,明永乐,1403,1424.0,明,成祖,朱棣,永乐,http://data.library.sh.cn/authority/temporal/n6dtur51h1jk1u11,21
976,明洪熙,1425,1425.0,明,仁宗,朱高炽,洪熙,http://data.library.sh.cn/authority/temporal/5acswdyuw55zd1jp,0
977,明宣德,1426,1435.0,明,宣宗,朱瞻基,宣德,http://data.library.sh.cn/authority/temporal/v92gfnypq8m7sgtp,9
978,明正统,1436,1449.0,明,英宗,朱祁镇,正统,http://data.library.sh.cn/authority/temporal/rm9xibzyqobmeogl,13
979,明景泰,1450,1456.0,明,代宗,朱祁钰,景泰,http://data.library.sh.cn/authority/temporal/pvh2ppbntu1twhsd,6
980,明天顺,1457,1464.0,明,英宗,朱祁镇,天顺,http://data.library.sh.cn/authority/temporal/7nz2lnpyajmegy2b,7
981,明成化,1465,1487.0,明,宪宗,朱见深,成化,http://data.library.sh.cn/authority/temporal/vuhmb9kbcl273to9,22
982,明弘治,1488,1505.0,明,孝宗,朱祐樘,弘治,http://data.library.sh.cn/authority/temporal/4wbtpj5t1ic1zcxr,17
983,明正德,1506,1521.0,明,武宗,朱厚照,正德,http://data.library.sh.cn/authority/temporal/fs84xbryajw6b42u,15
984,明嘉靖,1522,1566.0,明,世宗,朱厚熜,嘉靖,http://data.library.sh.cn/authority/temporal/kfeeztmf3q8vval6,44
985,明隆庆,1567,1572.0,明,穆宗,朱载垕,隆庆,http://data.library.sh.cn/authority/temporal/phxtzrbds3cb84mj,5
986,明万历,1573,1620.0,明,神宗,朱翊钧,万历,http://data.library.sh.cn/authority/temporal/ex8mn4mcjy6sybax,47
987,明泰昌,1620,1620.0,明,光宗,朱常洛,泰昌,http://data.library.sh.cn/authority/temporal/uproyet5mr9xgjp6,0
988,明天启,1621,1627.0,明,熹宗,朱由校,天启,http://data.library.sh.cn/authority/temporal/ur9jxa1pup1g1jen,6
989,明崇祯,1628,1644.0,明,思宗,朱由检,崇祯,http://data.library.sh.cn/authority/temporal/sx2f15cnq8yjeqmb,16
990,南明,1644,1683.0,南明,,,,http://data.library.sh.cn/authority/temporal/n13f9bi8595hz274,39
991,南明弘光,1645,1646.0,南明,福王,朱由崧,弘光,http://data.library.sh.cn/authority/temporal/xdfcffdacxdla2fb,1
992,南明隆武,1645,1646.0,南明,唐王,朱聿键,隆武,http://data.library.sh.cn/authority/temporal/bt91q7mag4zyy14o,1
993,南明永历,1646,1661.0,南明,桂王,朱由榔,永历,http://data.library.sh.cn/authority/temporal/o7ghzlgytgjry6y8,15
994,南明定武,1646,1663.0,南明,韩王,朱本鉝,定武,http://data.library.sh.cn/authority/temporal/thmqd7pixsarpvud,17
995,南明绍武,1646,1646.0,南明,唐王,朱聿鐭,绍武,http://data.library.sh.cn/authority/temporal/fia9nu7gybdigs9o,0
996,清天命,1616,1626.0,清,太祖,爱新觉罗努尔哈赤,天命,http://data.library.sh.cn/authority/temporal/rla1irawwcwruud9,10
997,清天聪,1627,1635.0,清,太宗,爱新觉罗皇太极,天聪,http://data.library.sh.cn/authority/temporal/rktj3qmedd6mzbuu,8
998,清崇德,1637,1643.0,清,太宗,爱新觉罗皇太极,崇德,http://data.library.sh.cn/authority/temporal/34lt68a5osifrmu3,6
999,清,1644,1911.0,清,,,,http://data.library.sh.cn/authority/temporal/7ase6ple2nud826q,267
1000,清顺治,1644,1661.0,清,世祖,爱新觉罗福临,顺治,http://data.library.sh.cn/authority/temporal/yxpdzbaihbpewrap,17
1001,清康熙,1662,1722.0,清,圣祖,爱新觉罗玄烨,康熙,http://data.library.sh.cn/authority/temporal/toj2l37qbhwcz4bc,60
1002,清雍正,1723,1735.0,清,世宗,爱新觉罗胤禛,雍正,http://data.library.sh.cn/authority/temporal/xk8iu2cwc7czhjv5,12
1003,清乾隆,1736,1795.0,清,高宗,爱新觉罗弘历,乾隆,http://data.library.sh.cn/authority/temporal/q5631ocxr99ozj67,59
1004,清嘉庆,1796,1820.0,清,仁宗,爱新觉罗颙琰,嘉庆,http://data.library.sh.cn/authority/temporal/y7nc46vdun3415r7,24
1005,清道光,1821,1850.0,清,宣宗,爱新觉罗旻宁,道光,http://data.library.sh.cn/authority/temporal/hm3xtdntmwv4q44c,29
1006,清咸丰,1851,1861.0,清,文宗,爱新觉罗奕詝,咸丰,http://data.library.sh.cn/authority/temporal/de2rjw7ed5qgpztb,10
1007,清同治,1862,1874.0,清,穆宗,爱新觉罗载淳,同治,http://data.library.sh.cn/authority/temporal/3vzqg839qs4kcik7,12
1008,清光绪,1875,1908.0,清,德宗,爱新觉罗载湉,光绪,http://data.library.sh.cn/authority/temporal/97gz23pcrl1j7jem,33
1009,清宣统,1909,1911.0,清,,爱新觉罗溥仪,宣统,http://data.library.sh.cn/authority/temporal/3d36n7lg1nw4vh1j,2
1010,南明,1644,1683.0,南明,,,,http://data.library.sh.cn/authority/temporal/n13f9bi8595hz274,39
1011,南明弘光,1645,1646.0,南明,福王,朱由崧,弘光,http://data.library.sh.cn/authority/temporal/xdfcffdacxdla2fb,1
1012,南明隆武,1645,1646.0,南明,唐王,朱聿键,隆武,http://data.library.sh.cn/authority/temporal/bt91q7mag4zyy14o,1
1013,南明永历,1646,1661.0,南明,桂王,朱由榔,永历,http://data.library.sh.cn/authority/temporal/o7ghzlgytgjry6y8,15
1014,南明定武,1646,1663.0,南明,韩王,朱本鉝,定武,http://data.library.sh.cn/authority/temporal/thmqd7pixsarpvud,17
1015,南明绍武,1646,1646.0,南明,唐王,朱聿鐭,绍武,http://data.library.sh.cn/authority/temporal/fia9nu7gybdigs9o,0
1016,民国,1912,1949.0,民国,,,,http://data.library.sh.cn/authority/temporal/7sl8ulx4ouipdbg2,37
1017,民国,1912,1949.0,民国,,,,http://data.library.sh.cn/authority/temporal/zf1emm85jbscnyqh,37
1018,当代,1950,9999.0,当代,,,,http://data.library.sh.cn/authority/temporal/j6mijtwmcfzq3t8b,8049
